,addr,loc,d_hub
461,H 369 DLF phase 1 Near H block gurudwara - - Gurgaon,"[28.479550000000003,77.096425]",48b6dba5107b422fb17325c85021dd4f
462,"HNO-1361, LAXMANVIHAR PHASE-1 Tel:8178203429 - - - GURGAON","[28.4803262,77.0131391]",b1b3de810f1d46619cd868a470ab831c
463,SAHILMALIK 50921OMNAGARNEARRAJENDRAHOSPIT AL - GURUGRAM,"[28.44934333333333,77.02038666666667]",b1b3de810f1d46619cd868a470ab831c
464,"Nagarro Plot -13, Sector -18, Udhyad Vihar Phase 4 , Near passport seva kendra, Anath Road - - -","[28.49095707759261,77.07442520186305]",a67a898ec4f4482bb79ee39293c330e9
465,"House no 147 sec 10 2nd floor, near vita dairy - - - -","[28.4533884,76.9962807]",b1b3de810f1d46619cd868a470ab831c
466,"B - 1348 Ansals Palam Vihar, Opp. Palam Vihar Post Near Palam Vyapar Kendra - - Gurgaon","[28.5067328,77.0313905]",b1b3de810f1d46619cd868a470ab831c
467,GAURAV GARG 458A11 RATTAN GARDEN - - GURUGRAM,"[28.46760214409233,77.01904308076595]",b1b3de810f1d46619cd868a470ab831c
468,"Ground Floor Presidency TowerMG Road, Sector 14 - - - GURUGRAM","[28.4675406,77.0416466]",b1b3de810f1d46619cd868a470ab831c
469,"1018-A, Tower B4, Spaze ITech Park, Sohna Road, Mi ni Sectt. - - -","[28.41338978,77.04343477]",be7261b61da149aa805e10f395c46ed3
470,"W-145, Regency Park 2, DLF Pha se 4,Gurgaon, gurgaon se 4,Gurgaon, gurgaon - Gurgaon","[28.471976666666666,77.07623]",48b6dba5107b422fb17325c85021dd4f
471,H.NO-B-208  SARASWATI ENCLAVE NEAR SEC-10A GURGOAN Sector 10A Gurugram Sector 10A Gurugram - GURGAON,"[28.4446642,76.9952845]",b1b3de810f1d46619cd868a470ab831c
472,"House no 1814#x2F;3 ,Gali no 8 Rajiv nagar Gurgaon Haryana - Gurgaon","[28.47678244113922,77.03600943088531]",b1b3de810f1d46619cd868a470ab831c
473,"CO MAMRAJ H.NO-345210 LAXMAN , VIHAR PHASE-2 NEAR RADHE SWE ETS, GURUGRAM-122001 - Haryana","[28.4820094,77.0063839]",a67a898ec4f4482bb79ee39293c330e9
474,"house number - 759,Sector - 51Near Village Samaspu r, vita dairy booth - - GURUGRAM","[28.429784774780273,77.06554055213928]",be7261b61da149aa805e10f395c46ed3
475,"Sapient, Candor techspaceSector 21 - - - GURUGRAM","[28.48598499,77.01933554]",b1b3de810f1d46619cd868a470ab831c
476,"DEEPIKA NANGIA K701 SISPAL VIHAR,SECTOR 48 - - GURGAON","[28.415591320954263,77.04495577141643]",be7261b61da149aa805e10f395c46ed3
477,"H.NO - T155-B, PHASE - 2, NEW PALAM VIHAR, 40FT RO Gurugram Gurugram - GURGAON","[28.5083565,77.0035597]",b1b3de810f1d46619cd868a470ab831c
478,MUKESH KUMAR 186451 STREET NO 18   NEAR SHIV MANDER  SURAT NAGAR-I - GURGAON,"[28.4848903,77.0045667]",b1b3de810f1d46619cd868a470ab831c
479,"1485 Sector-17C, Sector 17C - - - -","[28.473719358444214,77.06137239933014]",a67a898ec4f4482bb79ee39293c330e9
480,GAURAVGUPTA SOMAENTERPRISELTDKILLANO21PLOT NO19 2SARHAULVILLAGEROADSECTOR - GURUGRAM,"[28.49070759,77.0662412]",48b6dba5107b422fb17325c85021dd4f
481,"HNO-1116,Ground FloorSector-10A, - - - Gurgaon","[28.445797562599182,77.00655341148376]",b1b3de810f1d46619cd868a470ab831c
482,"H No. 1165, first floor , near mauji wala kuanBajr ang apartment, railway road Tel:7876660333 - - GURUGRAM","[28.4750686,77.0213211]",a67a898ec4f4482bb79ee39293c330e9
483,"Parveen Kumar,house no. 17348,Gali no.6 ,Raj Naga r,122001 - - GURUGRAM","[28.44831277,77.01868904]",b1b3de810f1d46619cd868a470ab831c
484,HOUSE NO:2991 A SECTOR 23 GURGAON - - - Delhi NCR,"[28.51151666666666,77.04876833333333]",a67a898ec4f4482bb79ee39293c330e9
485,HOUSE NO:2991 A SECTOR 23 GURGAON - - - Delhi NCR,"[28.511561304330826,77.04874129034579]",a67a898ec4f4482bb79ee39293c330e9
486,96 housing board colony near sector 15land mark Jy oti Hospital - - gurgaon,"[28.4581162,77.0366367]",b1b3de810f1d46619cd868a470ab831c
487,"ABHISHEK KUMAR HOUSE NUM 1281, 3 RD FLOOR,NEA R QUEEN PLAZA COMPLEX, C BLOC - GURGAON","[28.4866108,77.0626451]",48b6dba5107b422fb17325c85021dd4f
488,"J 1601, Mahindra Aura, Chandan Vihar, New Palam Vi har Phase 3,Sector 110A, Gurugram - - -","[28.51316804,77.02603806]",b1b3de810f1d46619cd868a470ab831c
489,E-502 Ireo Uptown Sector-66 Gurgaon - Gurgaon - Gurgaon,"[28.3964021,77.0599721]",be7261b61da149aa805e10f395c46ed3
490,AMANSHARMA HNO421GROUNDFLOORSECTOR-4NEARB LUEB ELLSSCHOOL - GURGAON,"[28.4781624,77.0087773]",b1b3de810f1d46619cd868a470ab831c
491,AMANSHARMA HNO421GROUNDFLOORSECTOR-4NEARB LUEB ELLSSCHOOL - GURGAON,"[28.47814236,77.0087718]",b1b3de810f1d46619cd868a470ab831c
492,"1st Floor, H. No 206, Sector 10A - - - Gurgaon","[28.48587207,77.01933684]",b1b3de810f1d46619cd868a470ab831c
493,"SUNIL TYTUS FLAT NO: 901CELEBRITY HOMES ,PALAM VIHAR - GURGAON","[28.51403,77.03556666666667]",b1b3de810f1d46619cd868a470ab831c
494,House no -48112Krishna Colony - - - GURGAON,"[28.4652057,77.0134671]",b1b3de810f1d46619cd868a470ab831c
495,LENKHOKAI HOUSE NO 100 SECTOR 27 BASEMEN T  SECTOR 27 - GURGAON,"[28.4866219,77.0626655]",48b6dba5107b422fb17325c85021dd4f
496,"House no,3821, Near Ram vilas sharma residence, ne Sector 23 Gurugram Sector 23 Gurugram - GURGAON","[28.50714974,77.05611739]",b1b3de810f1d46619cd868a470ab831c
497,Flat 502 Sheeba Appar - Gurugram - Gurugram,"[28.4672895,77.0833785]",48b6dba5107b422fb17325c85021dd4f
498,EJ-XT11-BL VIPUL LTD. VIPUL TECH SQUARE ( NEAR MERCEDES-BENZ SHOWROOM - GURGAON,"[28.4860346,77.0630969]",48b6dba5107b422fb17325c85021dd4f
499,ANKIT GUPTA HDFC BANK B-1 GROUND FLOOR ENKAY TOWER UDYOG VIHAR - GURGAON,"[28.49750963,77.08705277]",48b6dba5107b422fb17325c85021dd4f
500,"ADVOCATE SUPREME COURT,A6-45A,SAI KIRPA,PALAM VIHA R-GURGAON - - Gurgaon","[28.48591841,77.01926931]",b1b3de810f1d46619cd868a470ab831c
501,"ADVOCATE SUPREME COURT,A6-45A,SAI KIRPA,PALAM VIHA R-GURGAON - - Gurgaon","[28.485917,77.0194407]",b1b3de810f1d46619cd868a470ab831c
502,Om nagarHouse no. 457a21 Gali no. 2gift Om nagarHouse no. 457a21 Gali no. 2gift - - GURUGRAM,"[28.449442,77.0196867]",b1b3de810f1d46619cd868a470ab831c
503,"901, B3, Uniworld Garden2Sector 47, Near Bikanerva la - - Gurgaon","[28.4248132,77.0411957]",48b6dba5107b422fb17325c85021dd4f
504,Building 2 Flat 8B The Hibiscus - Gurgaon - Gurgaon,"[28.42333674430847,77.05956995487213]",be7261b61da149aa805e10f395c46ed3
505,Aparajita Swain  8765  Gali No-6 Banke bihari mandir - - Gurgaon,"[28.485862514935434,77.01944679021835]",b1b3de810f1d46619cd868a470ab831c
506,MANUJ SACHDEVA SECTOR 23 HOUSE NUMBER 3379 NEAR ANSAL PLAZA MALL PALAM - GURGAON,"[28.5101623,77.07357041]",b1b3de810f1d46619cd868a470ab831c
507,ANURAGKAPOOR A-640A3RDFLOORPALAMVIHAR - - GURGAON,"[28.50685659,77.03566432]",b1b3de810f1d46619cd868a470ab831c
508,"VISHAL GUPTA WW102 , 1ST FLOORMALIBU TOWN , SECTOR 47 - GURGAON","[28.426920175552368,77.04845488071442]",be7261b61da149aa805e10f395c46ed3
509,VIRENDAR  KUMAR JYOTI APRLS 594  VI - - GURGAON,"[28.43274575,76.99606216]",b1b3de810f1d46619cd868a470ab831c
510,"ARVINDER KAUR FLAT 503, TOWER 15, THE CLOSE SOUTHNIRVANA COUNTRY, SECTOR - GURUGRAM","[28.4112683,77.0677989]",be7261b61da149aa805e10f395c46ed3
511,"HARSH SINGH BHADORIA H. NO. 2015, SECTOR-4, - - GURUGRAM","[28.4752893,77.0046611]",b1b3de810f1d46619cd868a470ab831c
512,ASHWARYA CHADHA C-1239 SUSHANT LOK 1 - - GURGAON,"[28.455295,77.08529333333333]",48b6dba5107b422fb17325c85021dd4f
513,107RNearDevSamaj olNewColonyGurgao - - GURGAON,"[28.4673406,77.0138994]",b1b3de810f1d46619cd868a470ab831c
514,ROSHANGEORGEVARGHESE J403BPTPPARKPRIMESECTOR66 - - GURUGRAM,"[28.394100666046143,77.06097543239594]",be7261b61da149aa805e10f395c46ed3
515,HOUSE NO.38 Ist. FLOOR CHOMANEAR GOVT.SCHOOL CHOMA  PALAM VIHAR - - GURUGRAM,"[28.516249,77.0379842]",b1b3de810f1d46619cd868a470ab831c
516,G36SDT HOUSE N.O. 1159 SECTOR 4 NEAR HUDA MARKET - GURGAON,"[28.476481,77.0088873]",b1b3de810f1d46619cd868a470ab831c
517,"House no. 308Mata gali, sukhrali, sec 17 - - - Gurgaon","[28.476186666666663,77.05893999999999]",b1b3de810f1d46619cd868a470ab831c
518,"VARUN SAHNI 82 ASPEN GREENS,NIRVANA COUNTRY, SECTOR 50 - GURUGRAM","[28.4195787,77.0632747]",be7261b61da149aa805e10f395c46ed3
519,"DEEPAK CHANDOLA SECTOR 103 FLAT NO -104, TOWER -8, SATYA HERMITAGE - GURUGRAM","[28.4954744,76.98693]",b1b3de810f1d46619cd868a470ab831c
520,"REENA SINGH 115, 2ND FLOOR, HANS PARK , NEAR GRAMIN BANK DHARAM - GURGAON","[28.50365955,77.03678515]",b1b3de810f1d46619cd868a470ab831c
521,"JAGBIR HOUSE, SUKHRALI ENCLAVE, GALI NO. 2, NEAR K Gurugram Gurugram - GURGAON","[28.481363654136658,77.05291271209717]",b1b3de810f1d46619cd868a470ab831c
522,"Office 704, Dlf colony, sector 14, Palm court - - - Gurgaon","[28.4723106,77.0545279]",b1b3de810f1d46619cd868a470ab831c
523,"10605, Street No. 11, Patel NagarBehind Police Li nes - - GURUGRAM","[28.461816666666664,77.03800666666666]",b1b3de810f1d46619cd868a470ab831c
524,DEEPTIDHARRA HNO632FIRSTFLOORHOUSINGBOARDCO LONY SECTOR-51 - GURUGRAM,"[28.43061625957489,77.06827104091644]",be7261b61da149aa805e10f395c46ed3
525,"Unitech infospace sec 21, gurgaon haryana - - - Delhi NCR","[28.5102526,77.073081]",b1b3de810f1d46619cd868a470ab831c
526,"Unitech infospace sec 21, gurgaon haryana - - - Delhi NCR","[28.51018973,77.07363401]",b1b3de810f1d46619cd868a470ab831c
527,"Unitech infospace sec 21, gurgaon haryana - - - Delhi NCR","[28.5101579,77.0732704]",b1b3de810f1d46619cd868a470ab831c
528,APARNATALAULICAR 820SECTOR21POCKETE - - GURUGRAM,"[28.51168138,77.06527344]",b1b3de810f1d46619cd868a470ab831c
529,"PRAVEEN KUMAR 13818D,LAXMI GARDEN,NEAR RED ROSE P REPARATORY SCHOOLTIKON - GURGAON","[28.45254166666667,77.01544]",b1b3de810f1d46619cd868a470ab831c
530,"SUNIL KUMAR CHAUHAN NEAR-ITM COLLEGE 4259, SECTOR - 23 A, - GURGAON","[28.505020192824304,77.04948065802455]",b1b3de810f1d46619cd868a470ab831c
531,238 AUdyog Vihar Phase 4 - - - GURUGRAM,"[28.497176533564925,77.08173874765635]",b1b3de810f1d46619cd868a470ab831c
532,"879,2 floor,sec 22 b,gurgaon, Sector 22 b - - - -","[28.4900972,77.0196537]",b1b3de810f1d46619cd868a470ab831c
533,"SAMARTH AHUJA C-1084, 2ND FLOOR,  SUSHANT LOK-1, GURGAON - GURGAON","[28.487088333333336,77.06305333333333]",48b6dba5107b422fb17325c85021dd4f
534,"2618A,Sector 23 First floor, G urgaon urgaon - Gurgaon","[28.51431041,77.05324921]",b1b3de810f1d46619cd868a470ab831c
535,"NAZIA KHAN NAZIA KHAN Q BLOCK,SOUTH CITY2, SOHNA ROAD,SECTOR - DELHI","[28.41996098,77.04813024]",550789510924496fb451b653cabc626f
536,NONE NCRCORPORATION5THFLOORVIPULPLA ZASUNCITYSEC54 - GURGAON,"[28.457651666666667,77.09625166666666]",48b6dba5107b422fb17325c85021dd4f
537,GURGAON GURGAON HARYANA - GURGAON,"[28.472503333333332,77.02978333333334]",b1b3de810f1d46619cd868a470ab831c
538,CDD-SOLAR-SUL-RGB 1577  IST FLOOR SECTOR 4 NEAR CCA SCHOOL - GURGAON,"[28.4765089,77.0034009]",b1b3de810f1d46619cd868a470ab831c
539,PRITAM SHARMA 1049 SECTOR-15 PART-2 - - GURGAON,"[28.461713790893555,77.0462715625763]",b1b3de810f1d46619cd868a470ab831c
540,NUSRATAFRIN XTREMESOFTECHPVTLTD215AUNITECH ARCA DIASOUTHCITYII - GURGAON,"[28.419050574302673,77.05293416976929]",be7261b61da149aa805e10f395c46ed3
541,EDIN WOLFSCO-77SECOND FLOORSECTOR EDIN WOLFSCO-77SECOND FLOORSECTOR GURUGRAM - HARYANA,"[28.4414714,77.0083987]",b1b3de810f1d46619cd868a470ab831c
542,RUCHISEHRAWAT HNO543SECTOR-47NEARSADARPOLICE STAT IONSOHNAROAD - GURGAON,"[28.427976965904236,77.04516112804413]",be7261b61da149aa805e10f395c46ed3
543,POOJA  NASSA H. NO. 756 ARJUN NAGAR SECTOR 8 - GURGAON,"[28.45881544,77.02091624]",b1b3de810f1d46619cd868a470ab831c
544,"BHARAT YADAV CO ORKASH SERVICES PVT LTD, 4TH FLOOR, UNIT NO. 426 - - GURGAON","[28.4190953,77.0380306]",be7261b61da149aa805e10f395c46ed3
545,Intelenet Globle service UDYOG VIHAR PHASE 4 PLOT NO. 9495DLF Cyber City - - Gurugram,"[28.492736220359802,77.07975089550018]",b1b3de810f1d46619cd868a470ab831c
546,gobal exchange (RNSUd - Gurugram - Gurugram,"[28.49077820777893,77.07395732402802]",b1b3de810f1d46619cd868a470ab831c
547,"T41102, Bestech Parkview ResidencySec-3, Palam VI har - - Gurgaon","[28.4990202,77.022417]",b1b3de810f1d46619cd868a470ab831c
548,PREETICHOUDHARY HOUSENO17SECTOR17A - - GURUGRAM,"[28.4745955,77.0574395]",b1b3de810f1d46619cd868a470ab831c
549,EY  Tower 3B Unitech infospa - Gurugram - Gurugram,"[28.487940430641174,77.02045261859894]",b1b3de810f1d46619cd868a470ab831c
550,House no 242 first floor sect - Gurugram - Gurugram,"[28.5041032,77.0603903]",a67a898ec4f4482bb79ee39293c330e9
551,"Flat B92, Sagar Kunj Society, Sector-9A Gurgaon Near Sector9A police station - - Gurgaon","[28.47704184,77.01391195]",b1b3de810f1d46619cd868a470ab831c
552,"D-3, 2nd Floor, Uppal southendSector - 49, Sohna Road - - Delhi NCR","[28.405934907495975,77.04998156055808]",be7261b61da149aa805e10f395c46ed3
553,ASHWANI TYAGI 935 POCKET C SECTOR 12A - - HARYANA,"[28.471664999999998,77.03728]",b1b3de810f1d46619cd868a470ab831c
554,RAFEE MOHAMMAD KHA 10883  GALI NO 3  RAJIV NAGAR  GURGAON NEAR TIKONA - GURGAON,"[28.4709068,77.03794241]",534e3eef923c4866b75b29ec6dcc0f68
555,DILIP KUMAR ROY SEWA TOWER  HOME CREDIT INDIA FINANCE PVT LTD  SECTOR   18 - GURGAON,"[28.4919839,77.0789309]",534e3eef923c4866b75b29ec6dcc0f68
556,"House No. 1567, Sector 10-ANear Police Chowki - - - Gurgaon","[28.48594643,77.01940856]",b1b3de810f1d46619cd868a470ab831c
557,"ASHWANI KUMAR SHARMA NEW PALAM VIHAR,PHASE-1 H-21 - - GURGAON","[28.507021666666667,77.02161]",b1b3de810f1d46619cd868a470ab831c
558,"D-110,Vipul world sector 48Vipul world - - - GURUGRAM","[28.411763851509004,77.03552398364013]",be7261b61da149aa805e10f395c46ed3
559,"H.no 1384,Sector 23A - - - GURUGRAM","[28.5087796,77.0425919]",b1b3de810f1d46619cd868a470ab831c
560,"Plot 300, 1st Floor,Udyog Vihar Phase - II, Tel:98 10431820 - - Gurugram","[28.48594641,77.01935143]",b1b3de810f1d46619cd868a470ab831c
561,"2nd Floor, House No. B34-BOLD DLF COLONY, SECTOR 1 4 - - GURUGRAM","[28.47074166666666,77.04153500000001]",b1b3de810f1d46619cd868a470ab831c
562,"502, Enkay Town Plaza, I-Block, Palam Vihar, Guru gram, Haryana 122017, Palam Vihar  (Gurgaon) - - -","[28.52415546,77.04326648]",b1b3de810f1d46619cd868a470ab831c
563,"HOUSE NO 1626P , SECTOR 10-ANEAR MEENAKSHI PUBLIC  SCHOOL - - GURGAON","[28.48597845,77.01942558]",b1b3de810f1d46619cd868a470ab831c
564,"A-143, sector 55, hdfc lane, gurgaon, Sector-55 - - - -","[28.431229999999996,77.09864833333333]",48b6dba5107b422fb17325c85021dd4f
565,"GATIME HOUSE NO. 60A SARASWATI ENCLAVE, OPPOSITE SECTOR - - GURGAON","[28.4460942,76.9966308]",b1b3de810f1d46619cd868a470ab831c
566,"16423, 1st Floor, LaxmigardenNear Tikona Park, La xmigarden - - GURUGRAM","[28.452785000000002,77.01683]",b1b3de810f1d46619cd868a470ab831c
567,"RAVI KANT RAJPOOT H.NO. 516, SECOND FLOOR SERVICE LANE, NEAR HUDA - GURGAON","[28.4840703,77.0205491]",b1b3de810f1d46619cd868a470ab831c
568,"RAHUL HOUSE NO.- 16122,STREET NO.-10, GANDHI NAGAR - GURGAON","[28.45107431,77.01208935]",b1b3de810f1d46619cd868a470ab831c
569,GURGAON GURGAON HARYANA - GURGAON,"[28.5166272,77.0718449]",b1b3de810f1d46619cd868a470ab831c
570,"Flat no 203, house no 492 JMD NIWASSector 15 part  1, Kirti Nagar - - GURUGRAM","[28.44850666666667,77.03422333333333]",b1b3de810f1d46619cd868a470ab831c
571,"Flat No: 902, Tower-17,The Close SouthSector -50 - - - Gurgaon","[28.4112683,77.0677989]",be7261b61da149aa805e10f395c46ed3
572,"THAKRAL SACHIN HOUSE NUMBER 651 , SECTOR 22 B NEAR GOVT SCHOOL - GURGAON","[28.50899452,77.06453681]",b1b3de810f1d46619cd868a470ab831c
573,"7431, Lane no. 3, Laxman Vihar, Sector 4Haryana - - - GURUGRAM","[28.4802131,77.0098536]",b1b3de810f1d46619cd868a470ab831c
574,"H-13, Ridgewood Estate, DLF Phase -4 - - - Gurgaon","[28.486316666666667,77.06358666666667]",48b6dba5107b422fb17325c85021dd4f
575,"82016, Basai Rd, Ram Nagar, Sector 8, Gurugram, H Bhuteshwar mandir - - Gurugram","[28.4688101,77.0128182]",b1b3de810f1d46619cd868a470ab831c
576,"RAKSCHIT BHARDWAJ A721, 2ND FLOOR DLF PHASE 1 - - GURGAON","[28.47286,77.09884000000001]",48b6dba5107b422fb17325c85021dd4f
577,"82016, Basai Rd, Ram Nagar, Sector 8, Gurugram, H Bhuteshwar mandir - - Gurugram","[28.50961971,77.04142138]",b1b3de810f1d46619cd868a470ab831c
578,GATIME HOUSE NO. 1188 SECTOR 15 PART II NEAR 32 ND MILEATONE - GURGAON,"[28.461428333333334,77.04451666666667]",b1b3de810f1d46619cd868a470ab831c
579,SHIVAY KUMAR 510 ASHOK PURI - - GURGAON,"[28.471481011038904,77.02194157902353]",b1b3de810f1d46619cd868a470ab831c
580,"RAHUL SAXENA 6124, SECTOR 11 , SHIVAJI NAGAR  NEAR JINDAL FURNITURE - GURGAON","[28.4557103,77.0266561]",b1b3de810f1d46619cd868a470ab831c
581,PRACHICHOPRA E-1401PARKVIEWCITY-1SOHNAROADS ECTO R-48 - GURGAON,"[28.4039763,77.0411759]",be7261b61da149aa805e10f395c46ed3
582,6945 patel nagar street no.6 gurgaon - Gurugram - Gurugram,"[28.4593485,77.0379159]",b1b3de810f1d46619cd868a470ab831c
583,"Hno 318,Main road, Sector 10A - - - -","[28.4573142,76.9918654]",b1b3de810f1d46619cd868a470ab831c
584,"CHETAN CHAUHAN H.NO. 251, B- BLOCKGALI NO. 6, SHEETLA COLONY - GURGAON","[28.4833156,77.0315325]",b1b3de810f1d46619cd868a470ab831c
585,P-XYD-CZ-YJX-B-5PCS 3171  LAJPAT NAGAR STREET NO 2 - GURGAON,"[28.466664737680755,77.02825679431386]",b1b3de810f1d46619cd868a470ab831c
586,"ffice No 307, Third Floor, - Gurugram - Haryana","[28.45526544,77.00082959]",b1b3de810f1d46619cd868a470ab831c
587,"AJAY KAMBOJ BEHIND COMMUNITY CENTRE H. NO. 693, 2ND FLOOR, SECTOR - GURGAON","[28.445193333333336,77.00528]",b1b3de810f1d46619cd868a470ab831c
588,A-3 Block -A First Floor Southend FloorSector 49 - - - Gurugram,"[28.4194412,77.0380369]",be7261b61da149aa805e10f395c46ed3
589,"Building A2, Block ASector 30 - - - GURUGRAM","[28.4865608,77.0626641]",48b6dba5107b422fb17325c85021dd4f
590,"4 season residency room no. 51 3, mata wali gali,  near puran a kuan sukrali,,sector 17A gur - Gurgaon","[28.48591088,77.01935164]",b1b3de810f1d46619cd868a470ab831c
591,IDC5 Rakesh Kumar IDC5 Rakesh Kumar - - Gurgaon,"[28.47067666666667,77.05397666666666]",b1b3de810f1d46619cd868a470ab831c
592,NIMESH 57316 CIVIL LINES BEHIND GURUDWARA - GURGAON,"[28.458326666666668,77.0303]",b1b3de810f1d46619cd868a470ab831c
593,"APOORV SINGH SECOND FLOOR, A 609 SUSHANT LOK-1 OPPOSITE BESTECH - GURGAON","[28.4681632,77.0750755]",48b6dba5107b422fb17325c85021dd4f
594,2597 first floor  sector 57near honkong ba - Gurugram - Gurugram,"[28.4866108,77.0626451]",48b6dba5107b422fb17325c85021dd4f
595,"VILLAGE - BABUPUR, POST - DAULTABAD GURGAON, HARYANA - GURGAON","[28.493419722653925,76.99945494532585]",b1b3de810f1d46619cd868a470ab831c
596,RADNIK EXPORTS 186 UDYOG VIHAR PHASE-1 GURGAON HARYANA INDIA - GURGAON,"[28.48588,77.01920327]",b1b3de810f1d46619cd868a470ab831c
597,Plot no. 220 Netway India Pvt ltdudhog vihar phase  4 - - GURUGRAM,"[28.49548777,77.07990667]",48b6dba5107b422fb17325c85021dd4f
598,"Dynamic House plot no. 29, Maruti Industrial Compl ex, Sector 18, Gurgaon 122015, Sarhaul - - -","[28.4901548,77.0746698]",48b6dba5107b422fb17325c85021dd4f
599,"C-58B, Sahib Kunj, ,, New Palam Vihar, Phase-3, - - - -","[28.518953011371195,77.03313971869648]",b1b3de810f1d46619cd868a470ab831c
600,KUNAL KUMAR 46520 SHAKTI NAGAR 48 MARLA - - GURUGRAM,"[28.45300005,77.02011605]",b1b3de810f1d46619cd868a470ab831c
601,"C-1263, 2nd Floor,Ansal Esencia, Sector 67, Golf C ourse Extension Road - - GURUGRAM","[28.3825387,77.0617831]",be7261b61da149aa805e10f395c46ed3
602,"SUDAKSHINA GHOSH SECOND FLOOR, VATIKA TOWERS TOWER-A, GOLF COURSE ROAD, - GURUGRAM,","[28.43817166666667,77.10439333333333]",48b6dba5107b422fb17325c85021dd4f
603,KUNAL GUPTA PLOT NO 2805 SECTOR 23 - - GURGAON,"[28.5010793,77.0257942]",b1b3de810f1d46619cd868a470ab831c
604,"ASHWANI CHOWDHRY G-17, SOUTH CITY-2, - - GURGAON","[28.4162098,77.0586613]",be7261b61da149aa805e10f395c46ed3
605,"C 1721 Ground floor , Palam Vihar  (Gurgaon) - - - -","[28.505474659614265,77.02940365299582]",a67a898ec4f4482bb79ee39293c330e9
606,GATIME 492F SEC 12A - - GURGAON,"[28.47176858,77.02821627]",b1b3de810f1d46619cd868a470ab831c
607,ANKUR BETAI SECTOR 66 E-1701 IREO UPTOWN - - GURUGRAM,"[28.4119865,77.0339576]",be7261b61da149aa805e10f395c46ed3
608,"Villa no 126b, the laburnum, sushant lok-1, sector Near iffco chowk metro station - - Gurgaon","[28.470699191093445,77.07617819309235]",48b6dba5107b422fb17325c85021dd4f
609,"HN-253,1ST FLOOR,NEAR-DIVAJALI SCHOOL,SECTOR -10, Sector 10 - - Gurgaon","[28.452748333333336,76.996455]",b1b3de810f1d46619cd868a470ab831c
610,"PARKASH sales corporation 728 c , old Dlf colony - - GURUGRAM","[28.46883773803711,77.04365372657776]",b1b3de810f1d46619cd868a470ab831c
611,EJ-XT11-BL 318 FIRST FLOOR HOUSING BOARD COLONY  SECTOR 7 EXTENSION - GURGAON,"[28.4656708,77.0054124]",b1b3de810f1d46619cd868a470ab831c
612,15220Rajnagar - - - GURGAON,"[28.44845474,77.01607391]",b1b3de810f1d46619cd868a470ab831c
613,"H. N0-1226, LANE NO-5, NEAR SBI ATM, EAST RAJIV NA GURGAON - - GURGAON","[28.474239706993103,77.03593969345093]",b1b3de810f1d46619cd868a470ab831c
614,"E-107 , RAIL VIHAR , SECTOR - 15 , PART - II - - - GURGAON","[28.45624,77.0413418]",b1b3de810f1d46619cd868a470ab831c
615,"E-107 , RAIL VIHAR , SECTOR - 15 , PART - II - - - GURGAON","[28.4562048,77.0413311]",b1b3de810f1d46619cd868a470ab831c
616,"E-107 , RAIL VIHAR , SECTOR - 15 , PART - II - - - GURGAON","[28.454955,77.04145]",b1b3de810f1d46619cd868a470ab831c
617,"E-107 , RAIL VIHAR , SECTOR - 15 , PART - II - - - GURGAON","[28.471148672582505,77.04855190832846]",b1b3de810f1d46619cd868a470ab831c
618,"E-107 , RAIL VIHAR , SECTOR - 15 , PART - II - - - GURGAON","[28.4859238,77.0195194]",b1b3de810f1d46619cd868a470ab831c
619,"GATIME ARICENT, TOWER 5, UNITECH INFO SPACE, TIKRI, SECTOR - GURGAON","[28.403727,77.0457004]",be7261b61da149aa805e10f395c46ed3
620,"3rd floor unitech building 4,Colt technologiesSect or 48, - - GURUGRAM","[28.4292679,77.0307994]",be7261b61da149aa805e10f395c46ed3
621,H.no 43012 krishna colony - - - Gurgaon,"[28.4635861,77.0135921]",b1b3de810f1d46619cd868a470ab831c
622,"SP MISHRA HOUSE NO. 1526, NEAR CCA SCHOOL,GALI NO 7, LAXMAN - GURGAON","[28.477415584017248,77.00400419157667]",b1b3de810f1d46619cd868a470ab831c
623,"TEENA BALHARA C 59, FIRST FLOORASHOK VIHAR PHASE 2 NEAR MAHARSHI PUBLIC - GURGAON","[28.488365972537395,77.01821076001778]",b1b3de810f1d46619cd868a470ab831c
624,ASHUTOSH KAPRUWAN 408  3 RD FLOOR  AKD TOWER SECTOR 14 - GURGAON,"[28.4769505,77.0461476]",b1b3de810f1d46619cd868a470ab831c
625,SINGH ABHISHEK H. NO. 1528 STREET NO. 7 ARJUN NAGAR GURGAON - GURGAON,"[28.45990309,77.0201263]",b1b3de810f1d46619cd868a470ab831c
626,926 First FloorSector 23 A - - - GURUGRAM,"[28.49927557,77.03810231]",b1b3de810f1d46619cd868a470ab831c
627,"HOUSE NO. 305 , GALI NO. 7 , KADIPUR, SECTOR 10, GURGAON - - GURGAON","[28.451383333333336,76.99561333333332]",b1b3de810f1d46619cd868a470ab831c
628,"HOUSE NO. 305 , GALI NO. 7 , KADIPUR, SECTOR 10, GURGAON - - GURGAON","[28.4504878,76.9940517]",b1b3de810f1d46619cd868a470ab831c
629,"743#x2F;35 West Rajeev Nagar., ,Street No 1 Gurgaon Haryana - Gurgaon","[28.4732333,77.03306822]",b1b3de810f1d46619cd868a470ab831c
